ID_AERODROMO,ID_DEPARTAMENTO,ID_PROVINCIA,ID_DISTRITO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE,LABEL,TIPO_AERODROMO,CODIGO_AERODROMO,CODIGO_OACI,ESCALA,ESTADO,ADMINISTRADOR,JERARQUIA,TITULARIDAD,LATITUD,LONGITUD,ES_CONCES,FECHA_CORTE
377,11,1105,110506,Ica,Pisco,San Andrés,Pisco,Aeropuerto Pisco,Aeropuerto Internacional,1111PIO,SPSO,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-13.7448,-76.220411,1,20241231
378,20,2001,200104,Piura,Piura,Castilla,Cap. FAP. Guillermo Concha Iberico,Aeropuerto Cap.FAP Guillermo Concha Iberico,Aeropuerto,2021PIU,SPUR,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-5.205764,-80.616389,1,20241231
379,08,0809,080902,Cusco,La Convención,Echarate,Sagari Bx,Helipuerto Sagari BX,Helipuerto de superficie,0843SBX,SPZP,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.4308055555556,-73.3557222222222,-1,20241231
380,08,0809,080902,Cusco,La Convención,Echarate,Privado N°2,Helipuerto Privado No2,Helipuerto de superficie,0843PV2,SPNB,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.551166667,-73.1428611109999,-1,20241231
381,08,0809,080902,Cusco,La Convención,Echarate,Privado N°6,Helipuerto Privado No6,Helipuerto de superficie,0843PV6,SPNI,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.5469166669999,-73.141666667,-1,20241231
382,08,0809,080902,Cusco,La Convención,Echarate,Privado N°8,Helipuerto Privado No8,Helipuerto de superficie,0843PV8,SPNF,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.5515833329999,-73.147361111,-1,20241231
383,08,0809,080902,Cusco,La Convención,Echarate,Privado N°9,Helipuerto Privado No9,Helipuerto de superficie,0843PV9,SPNG,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.5512777779999,-73.147638889,-1,20241231
384,25,2501,250101,Ucayali,Coronel Portillo,Calleria,Cap. FAP. David Armando Abensur Rengifo,Aeropuerto Cap.FAP David Armando Abensur Rengifo,Aeropuerto Internacional,2511PCL,SPCL,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-8.377942000000001,-74.574297,1,20241231
385,10,1009,100902,Huánuco,Puerto Inca,Codo del Pozuzo,Pueblo Libre de Codo,Aeródromo Pueblo Libre de Codo,Aeródromo,1042PLC,SPDU,Local,Operativo,Agencia Municipal de Pueblo Libre de Codo,Local,Pública,-9.6725,-75.2827777777778,0,20241231
386,25,2504,250401,Ucayali,Purús,Purús,Puerto Esperanza,Aeródromo Puerto Esperanza,Aeródromo,2532PEP,SPEP,Regional,Operativo,CORPAC S.A.,Regional,Pública,-9.770278,-70.709167,0,20241231
387,17,1701,170101,Madre De Dios,Tambopata,Tambopata,Padre Aldamiz,Aeropuerto Padre Aldamiz,Aeropuerto,1721PEM,SPTU,Información no disponible,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-12.613831,-69.228678,1,20241231
388,22,2208,220801,San Martín,Rioja,Rioja,Juan Simons Vela,Aeropuerto Juan Simons Vela,Aeropuerto,2231RIJ,SPJA,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-6.067792,-77.159806,0,20241231
389,01,0106,010607,Amazonas,Rodríguez de Mendoza,Oscar R. Benavides,Rodríguez de Mendoza,Aeropuerto Rodríguez de Mendoza,Aeropuerto,0131RMD,SPLN,Regional,Operativo,CORPAC S.A.,Regional,Pública,-6.392617,-77.500589,0,20241231
390,16,1603,160305,Loreto,Loreto,Urarinas,San José de Saramuro - Estación 1,Helipuerto San José de Saramuro - Estación 1,Helipuerto de superficie,1643SR1,SPSM,Información no disponible,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica privados,Privada,-4.721556,-74.922444,-1,20241231
391,16,1607,160701,Loreto,Datem Del Marañón,Barranca,San Lorenzo,Aeródromo San Lorenzo,Aeródromo,1642SLO,SPQM,Local,Operativo,Municipalidad Provincial de Datem del Marañón,Local,Pública,-4.82425,-76.5603472222222,0,20241231
392,08,0809,080902,Cusco,La Convención,Echarate,San Martín 1,Helipuerto San Martín 1,Helipuerto de superficie,0843SM1,SPMT,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.7675444444444,-72.7780611111111,-1,20241231
393,08,0809,080902,Cusco,La Convención,Echarate,San Martín 3,Helipuerto San Martín 3,Helipuerto de superficie,0843SM3,SPPS,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.785528,-72.702139,-1,20241231
394,21,2108,210802,Puno,Melgar,Antauta,San Rafael,Aeródromo San Rafael,Aeródromo,2142SRF,SPRF,Información no disponible,Operativo,Compañía Minsur S.A.,No aplica privados,Privada,-14.282194,-70.379694,-1,20241231
395,22,2204,220401,San Martín,Huallaga,Saposoa,Saposoa,Aeródromo Saposoa,Aeródromo,2232SAP,SPOA,Local,Operativo,CORPAC S.A.,Regional,Pública,-6.959083,-76.768583,0,20241231
396,16,1607,160704,Loreto,Datem Del Marañón,Morona,Sargento Puño,Helipuerto Sargento Puño,Helipuerto de superficie,1643SGP,SPSP,Información no disponible,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica privados,Privada,-3.220889,-77.603389,-1,20241231
397,04,0408,040808,Arequipa,La Unión,Sayla,Sayla,Helipuerto de Sayla,Helipuerto de superficie,0443SYL,SPKY,Información no disponible,Operativo,Municipalidad Distrital de Sayla,Local,Pública,-15.322778,-73.2375,0,20241231
398,25,2502,250202,Ucayali,Atalaya,Sepahua,Sepahua,Aeródromo Sepahua,Aeródromo,2542SEP,SPSE,Local,Operativo,Municipalidad Distrital de Sepahua,Local,Pública,-11.142083,-73.034167,0,20241231
399,16,1602,160201,Loreto,Alto Amazonas,Yurimaguas,Shanusi,Aeródromo Shanusi,Aeródromo,1642SHA,SPSH,Información no disponible,Operativo,Palmas del Shanusi S.A.,No aplica privados,Privada,-6.128694,-76.169583,-1,20241231
400,23,2301,230101,Tacna,Tacna,Tacna,Crnl. FAP. Carlos Ciriani Santa Rosa,Aeropuerto Crnl.FAP Carlos Ciriani Santa Rosa,Aeropuerto Internacional,2311TCQ,SPTN,Internacional,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-18.053286,-70.275822,1,20241231
401,20,2007,200701,Piura,Talara,Pariñas,Internacional Cap. FAP. Victor Montes Arias,Aeropuerto Cap.FAP Victor Montes Arias,Aeropuerto Internacional,2011TYL,SPYL,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-4.57661111111111,-81.2540583333333,1,20241231
402,22,2209,220901,San Martín,San Martín,Tarapoto,Cadete FAP. Guillermo del Castillo Paredes,Aeropuerto Cadete FAP Guillermo del Castillo Paredes,Aeropuerto,2221TPP,SPST,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-6.508744,-76.373247,1,20241231
403,10,1006,100601,Huánuco,Leoncio Prado,Rupa Rupa,Tingo María,Aeropuerto Tingo Maria,Aeropuerto,1031TIG,SPGM,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-9.289375,-76.005042,0,20241231
404,22,2210,221001,San Martín,Tocache,Tocache,Tocache,Aeródromo Tocache,Aeródromo,2232TCH,SPCH,Regional,Operativo,CORPAC S.A.,Regional,Pública,-8.195431,-76.528667,0,20241231
405,13,1301,130104,La Libertad,Trujillo,Huanchaco,Cap. Carlos Martinez de Pinillos,Aeropuerto Cap. Carlos Martinez de Pinillos,Aeropuerto Internacional,1311TRU,SPRU,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-8.081708,-79.108644,1,20241231
406,13,1310,131004,La Libertad,Santiago De Chuco,Mollebamba,Tulpo,Aeródromo Tulpo,Aeródromo,1342TUL,SPTO,Local,Operativo,Municipalidad Distrital de Mollebamba,Local,Pública,-8.127278,-77.988181,0,20241231
407,24,2401,240101,Tumbes,Tumbes,Tumbes,Cap. FAP. Pedro Canga Rodríguez,Aeropuerto Cap.FAP Pedro Canga Rodríguez,Aeropuerto,2421TBP,SPME,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-3.552264,-80.381069,1,20241231
408,13,1308,130813,La Libertad,Pataz,Urpay,Urpay,Aeródromo Urpay,Aeródromo,1342URY,SPAI,Local,Operativo,Municipalidad Distrital de Urpay,Local,Pública,-8.350369,-77.398094,0,20241231
409,19,1901,190112,Pasco,Pasco,Vicco,Vicco,Aeródromo Vicco,Aeródromo,1942VCC,SPVI,Local,Operativo,Municipalidad Distrital de Vicco,Local,Pública,-10.848792,-76.246836,0,20241231
410,05,0511,051101,Ayacucho,Vilcashuaman,Vilcashuaman,Vilcashuamán,Aeródromo Vilcashuaman,Aeródromo,0542VCH,SPVN,Local,Operativo,CORPAC S.A.,Local,Pública,-13.678194,-73.927083,0,20241231
411,08,0808,080801,Cusco,Espinar,Yauri,Yauri,Aeródromo Yauri,Aeródromo,0832YAR,SPIY,Local,Operativo,Municipalidad Provincial de Espinar,Local,Pública,-14.8063888888889,-71.4319444444445,0,20241231
412,16,1602,160201,Loreto,Alto Amazonas,Yurimaguas,Moisés Benzaquén Rengifo,Aeropuerto Moisés Benzaquén Rengifo,Aeropuerto,1631YMS,SPMS,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-5.893611,-76.118056,0,20241231
413,20,2004,200401,Piura,Morropón,Chulucanas,Metropolitano de Piura,Aeródromo Metropolitano de Piura,Aeródromo,2042MPI,SPAL,Información no disponible,Operativo,Aeroclub de Aviación Civil del Perú,No aplica privados,Privada,-5.06777777777779,-80.1474888888889,-1,20241231
414,08,0809,080902,Cusco,La Convención,Echarate,HP-7 (REPSOL),Helipuerto HP-7 (REPSOL),Helipuerto de superficie,0843H7,SPNE,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.5519444444444,-73.1469444444445,-1,20241231
415,15,1501,150122,Lima,Lima,Miraflores,Clínica Delgado,Helipuerto Elevado Clínica Delgado,Helipuerto Elevado,1543CDE,SPCD,Información no disponible,Operativo,Medic Ser S.A.C.,No aplica privados,Privada,-12.1135416666667,-77.0331916666667,-1,20241231
416,05,0505,050507,Ayacucho,La Mar,Santa Rosa,Luisiana,Aeródromo Privado Luisiana,Aeródromo,0542LUS,SPLU,Información no disponible,Operativo,Sr. Guillermo Parodi Morales,No aplica privados,Privada,-12.6749722222222,-73.7095555555556,-1,20241231
417,15,1501,150130,Lima,Lima,San Borja,Banco de La Nación,Helipuerto Elevado del Banco de la Nación,Helipuerto Elevado,1543BNA,SPBN,Información no disponible,Operativo,Banco de la Nación,No aplica privados,Pública,-12.0871861111111,-77.000675,0,20241231
418,25,2501,250105,Ucayali,Coronel Portillo,Yarinacocha,Cashibococha,Aeródromo Cashibococha,Aeródromo,2542CSH,SPCB,Información no disponible,Operativo,South América Mission Inc. Filial del Perú,No aplica privados,Privada,-8.36194444444444,-74.6568055555556,-1,20241231
419,08,0809,080902,Cusco,La Convención,Echarate,Sagari Ax,Helipuerto Sagari AX,Helipuerto de superficie,0843SAX,SPSG,Información no disponible,Operativo,Repsol Exploración Perú S.A. Sucursal del Perú,No aplica privados,Privada,-11.4640219801136,-73.312933488782,-1,20241231
420,08,0809,080902,Cusco,La Convención,Echarate,Cashiriari 1,Helipuerto Cashiriari 1,Helipuerto de superficie,0843CH1,SPCA,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.874494361922,-72.7340522434832,-1,20241231
421,25,2501,250105,Ucayali,Coronel Portillo,Yarinacocha,Adventista MOP,Aeródromo Adventista MOP,Aeródromo,2543ADM,SPYC,Información no disponible,Operativo,Asociacion Proyectos Peru,No aplica privados,Privada,-8.34042777799993,-74.597913889,-1,20241231
422,08,0809,080902,Cusco,La Convención,Echarate,HP-7 Las Malvinas,Helipuerto HP-7 - Las Malvinas,Helipuerto de superficie,0843H7M,SPWL,Información no disponible,Operativo,Pluspetrol Perú Corporation S.A.,No aplica privados,Privada,-11.8482277777778,-72.9388388888889,-1,20241231
423,24,2402,240203,Tumbes,Contralmirante Villar,Canoas de Punta Sal,Walter Braedt Segu,Aeródromo Privado Walter Braedt Segu,Aeródromo,2442WBS,SPWB,Información no disponible,Operativo,MANCORALAND S.A.C.,No aplica privados,Privada,-4.08679722199997,-81.025583333,-1,20241231
424,15,1501,150122,Lima,Lima,Miraflores,Crnl. PNP. Rodolfo León Gavilán,Helipuerto Privado Coronel PNP Rodolfo León Gavilán,Helipuerto de superficie,1543RLG,SPPC,Información no disponible,Operativo,Municipalidad Distrital de Miraflores,No aplica privados,Pública,-12.1196111109999,-77.046088889,0,20241231
425,15,1505,150501,Lima,Cañete,Nuevo Cañete,Revalora,Aeródromo Revalora,Aeródromo,1542RVL,SPRR,Información no disponible,Operativo,REVALORA S.A.C.,No aplica privados,Privada,-13.223041667,-76.269366667,-1,20241231
426,15,1501,150140,Lima,Lima,Santiago de Surco,Voces por el Clima,Helipuerto Privado Voces por el Clima,Helipuerto de superficie,1543VCC,SPVC,Información no disponible,Operativo,Heli-Abad S.A.C.,No aplica privados,Privada,-12.1529166669999,-77.0113916669,-1,20241231
427,15,1501,150132,Lima,Lima,San Juan de Lurigancho,Canto Grande,Helipuerto Privado Canto Grande,Helipuerto de superficie,1543CGD,SPCG,Información no disponible,Operativo,Heli-Abad S.A.C.,No aplica privados,Privada,-11.9589722219999,-76.999169444,-1,20241231
428,15,1501,150140,Lima,Lima,Santiago de Surco,Proyecto More,Helipuerto Privado Proyecto More,Helipuerto de superficie,1543MOR,SPPR,Información no disponible,Operativo,Inmobiliara Huanwil S.A.,No aplica privados,Privada,-12.082986111,-76.9674249999999,-1,20241231
429,15,1501,150125,Lima,Lima,Puente Piedra,Proyecto AFE,Helipuerto Privado Proyecto AFE,Helipuerto de superficie,1543AFE,SPAF,Información no disponible,Operativo,AFE SERVICE S.A.C.,No aplica privados,Privada,-11.828422222,-77.094286111,-1,20241231
430,15,1501,150129,Lima,Lima,San Bartolo,Municipal de San Bartolo Alm. Raul Vargas Fuller,Helipuerto Municipal de San Bartolo Alm. Raul Vargas Fuller,Helipuerto de superficie,1543RVF,SPRT,Información no disponible,Operativo,Fly Acces Peru S.A.C.,No aplica privados,Privada,-12.380444444,-76.7837222219999,-1,20241231
431,15,1505,150502,Lima,Cañete,Asia,Boulevard Asia,Helipuerto Privado Boulevard Asia,Helipuerto de superficie,1543BAS,SPBA,Información no disponible,Operativo,Inversiones Castelar S.A.C.,No aplica privados,Privada,-12.7601055559999,-76.603319444,-1,20241231
432,11,1102,110202,Ica,Chincha,Alto Laran,La Calera,Helipuerto Privado La Calera,Helipuerto de superficie,1143LCE,SPCE,Información no disponible,Operativo,Heli-Abad S.A.C.,No aplica privados,Privada,-13.4540999999999,-76.028636111,-1,20241231
433,14,1403,140308,Lambayeque,Lambayeque,Olmos,Olmos,Aeródromo Privado de Olmos,Aeródromo,1442OLM,SPOL,Información no disponible,Operativo,Inversiones Agricolas Olmos II S.A.C.,No aplica privados,Privada,-6.01666666666667,-80.0884083333333,-1,20241231
434,25,2501,250105,Ucayali,Coronel Portillo,Yarinacocha,Las Americas,Aeródromo Privado Las Americas,Aeródromo,2542LAM,SPLA,Información no disponible,Operativo,José Luis Popolizio Bardales,No aplica privados,Privada,-8.31744722199994,-74.7266611109999,-1,20241231
435,05,0501,050116,Ayacucho,Huamanga,Andres Avelino Caceres,Hospital Miguel Angel Mariscal Llerena de Ayacucho,Helipuerto del Hospital Miguel Angel Mariscal Llerena de Ayacucho,Helipuerto Elevado,0543HAM,SPHA,Información no disponible,Operativo,Gobierno Regional de Ayacucho,Sin jerarquía,Pública,-13.162925,-74.2001888889999,0,20241231
436,03,0301,030104,Apurímac,Abancay,Carahuasi,Diospi Suyana,Helipuerto Privado Diospi Suyana,Helipuerto de superficie,0303DSY,SPDY,Información no disponible,Operativo,Asociación Civil Religiosa Diospi Suyana,No aplica privados,Privada,-13.548333333,-72.709722222,-1,20241231
437,15,1501,150140,Lima,Lima,Santiago de Surco,Jockey Plaza Shoping Center,Helipuerto Privado Jockey Plaza Shoping Center,Helipuerto de superficie,1543JPS,SPJP,Información no disponible,Operativo,ECOCOPTER PERU S.A.,No aplica privados,Privada,-12.087225,-76.9766027777778,-1,20241231
438,11,1101,110107,Ica,Ica,Pueblo Nuevo,La Portada,Helipuerto Privado La Portada,Helipuerto de superficie,1143PPR,SPPP,Información no disponible,Operativo,Heli-Abad S.A.C.,No aplica privados,Privada,-14.1441777777778,-75.6458916666667,-1,20241231
439,13,1307,130704,La Libertad,Pacasmayo,Pacasmayo,Pacasmayo,Aeródromo Privado de Pacasmayo,Aeródromo,1342PYO,SPYO,Información no disponible,Operativo,Escuela Peruana de Aviación Civil S.A.,No aplica privados,Pública,-7.416425,-79.5702166666667,0,20241231
440,16,1607,160704,Loreto,Datem Del Marañón,Morona,Yankuntich,Aerodrómo de Yankuntich,Aeródromo,1642YKT,SPYK,Información no disponible,Operativo,Federación de la Nacionalidad Achuar del Perú,Sin jerarquía,Pública,-2.92256111111111,-77.2578888888889,0,20241231
441,16,1607,160706,Loreto,Datem Del Marañón,Andoas,Wisum,Aerodrómo de Wisum,Aeródromo,1642WSM,SPWR,Información no disponible,Operativo,Federación de la Nacionalidad Achuar del Perú,Sin jerarquía,Pública,-3.27095277777778,-77.0230694444444,0,20241231
442,16,1605,160506,Loreto,Requena,Puinahua,Bretaña,Helipuerto Privado Bretaña,Helipuerto de superficie,1643BR,SPBR,Información no disponible,Operativo,Petrotal Perú S.R.L.,No aplica privados,Privada,-5.245402778,-74.32930556,-1,20241231
443,03,0305,030506,Apurímac,Cotabamba,Challhuahuacho,Helipuerto Unidad Minera Las Bambas,Unidad Minera Las Bambas,Helipuerto de superficie,0343UMB,SPMB,Información no disponible,Operativo,Minera Las Bambas S.A.,No aplica privados,Privada,-14.106639,-72.272306,-1,20241231
