ID_AERODROMO,ID_DEPARTAMENTO,ID_PROVINCIA,ID_DISTRITO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE,LABEL,TIPO_AERODROMO,CODIGO_AERODROMO,CODIGO_OACI,ESCALA,ESTADO,ADMINISTRADOR,JERARQUIA,TITULARIDAD,LATITUD,LONGITUD,ES_CONCES,FECHA_CORTE
90,10,1009,100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,PUEBLO LIBRE DE CODO,AERÓDROMO PUEBLO LIBRE DE CODO,Aeródromo,1042PLC,SPDU,Local,Operativo,AGENCIA MUNICIPAL DE PUEBLO LIBRE DE CODO,Local,Pública,-9.6725,-75.2827777777778,0,20221231
91,25,2504,250401,UCAYALI,PURÚS,PURÚS,PUERTO ESPERANZA,AERÓDROMO PUERTO ESPERANZA,Aeródromo,2532PEP,SPEP,Regional,Operativo,CORPAC S.A.,Regional,Pública,-9.770278,-70.709167,0,20221231
92,17,1701,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,PUERTO MALDONADO - PADRE ALDAMIZ,AEROPUERTO PUERTO MALDONADO - PADRE ALDAMIZ,Aeropuerto,1721PEM,SPTU,Internacional,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-12.613831,-69.228678,1,20221231
93,22,2208,220801,SAN MARTÍN,RIOJA,RIOJA,RIOJA - JUAN SIMONS VELA,AEROPUERTO JUAN SIMONS VELA,Aeropuerto,2231RIJ,SPJA,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-6.067792,-77.159806,0,20221231
94,01,0106,010607,AMAZONAS,RODRIGUEZ DE MENDOZA,OSCAR R. BENAVIDES,RODRÍGUEZ DE MENDOZA,AEROPUERTO RODRÍGUEZ DE MENDOZA,Aeropuerto,0131RMD,SPLN,Regional,Operativo,CORPAC S.A.,Regional,Pública,-6.392617,-77.500589,0,20221231
95,16,1603,160305,LORETO,LORETO,URARINAS,SAN JOSÉ DE SARAMURO - ESTACIÓN 1,HELIPUERTO SAN JOSÉ DE SARAMURO - ESTACIÓN 1,Helipuerto,1643SR1,SPSM,Sin escala definida,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,Sin jerarquía definida,Privada,-4.721556,-74.922444,-1,20221231
96,16,1607,160701,LORETO,DATEM DEL MARAÑÓN,BARRANCA,SAN LORENZO,AERÓDROMO SAN LORENZO,Aeródromo,1642SLO,SPQM,Local,Operativo,MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑÓN,Local,Pública,-4.82425,-76.560347,0,20221231
97,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,SAN MARTÍN 1,HELIPUERTO SAN MARTÍN 1,Helipuerto,0843SM1,SPMT,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.7675444444444,-72.7780611111111,-1,20221231
98,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,SAN MARTÍN 3,HELIPUERTO SAN MARTÍN 3,Helipuerto,0843SM3,SPPS,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.785528,-72.702139,-1,20221231
99,21,2108,210802,PUNO,MELGAR,ANTAUTA,SAN RAFAEL,AERÓDROMO SAN RAFAEL,Aeródromo,2142SRF,SPRF,Sin escala definida,Operativo,COMPAÑÍA MINSUR S.A.,Sin jerarquía definida,Privada,-14.282194,-70.379694,-1,20221231
100,22,2204,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,SAPOSOA,AERÓDROMO SAPOSOA,Aeródromo,2232SAP,SPOA,Local,Operativo,CORPAC S.A.,Regional,Pública,-6.959083,-76.768583,0,20221231
101,16,1607,160704,LORETO,DATEM DEL MARAÑÓN,MORONA,SARGENTO PUÑO,HELIPUERTO SARGENTO PUÑO,Helipuerto,1643SGP,SPSP,Sin escala definida,Operativo,PETRÓLEOS DEL PERÚ - PETROPERU S.A.,Sin jerarquía definida,Privada,-3.220889,-77.603389,-1,20221231
102,04,0408,040808,AREQUIPA,LA UNIÓN,SAYLA,SAYLA,HELIPUERTO DE SAYLA,Helipuerto,0443SYL,SPKY,Sin escala definida,Operativo,MUNICIPALIDAD DISTRITAL DE SAYLA,Local,Pública,-15.322778,-73.2375,0,20221231
103,25,2502,250202,UCAYALI,ATALAYA,SEPAHUA,SEPAHUA,AERÓDROMO SEPAHUA,Aeródromo,2542SEP,SPSE,Local,Operativo,MUNICIPALIDAD DISTRITAL DE SEPAHUA,Local,Pública,-11.142083,-73.034167,0,20221231
104,16,1602,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,SHANUSI,AERÓDROMO SHANUSI,Aeródromo,1642SHA,SPSH,Sin escala definida,Operativo,PALMAS DEL SHANUSI S.A.,Sin jerarquía definida,Privada,-6.128694,-76.169583,-1,20221231
105,23,2301,230101,TACNA,TACNA,TACNA,TACNA - INTERNACIONAL CRNL. FAP CARLOS CIRIANI SANTA ROSA,AEROPUERTO INTERNACIONAL CRNL. FAP CARLOS CIRIANI SANTA ROSA,Aeropuerto Internacional,2311TCQ,SPTN,Internacional,Operativo,AEROPUERTOS ANDINOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-18.053286,-70.275822,1,20221231
106,20,2007,200701,PIURA,TALARA,PARIÑAS,TALARA - INTERNACIONAL CAP.FAP VICTOR MONTES ARIAS,AEROPUERTO CAP.FAP VICTOR MONTES,Aeropuerto Internacional,2011TYL,SPYL,Internacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-4.57661111111111,-81.2540583333333,1,20221231
107,22,2209,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,TARAPOTO - CADETE FAP GUILLERMO DEL CASTILLO PAREDES,AEROPUERTO CDTE FAP GUILLERMO DEL CASTILLO PAREDES,Aeropuerto,2221TPP,SPST,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-6.508744,-76.373247,1,20221231
108,10,1006,100601,HUÁNUCO,LEONCIO PRADO,RUPA RUPA,TINGO MARÍA,AEROPUERTO TINGO MARÍA,Aeropuerto,1031TIG,SPGM,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-9.289375,-76.005042,0,20221231
109,22,2209,220901,SAN MARTÍN,TOCACHE,TOCACHE,TOCACHE,AERÓDROMO TOCACHE,Aeródromo,2232TCH,SPCH,Regional,Operativo,CORPAC S.A.,Regional,Pública,-8.195431,-76.528667,0,20221231
110,16,1603,160304,LORETO,LORETO,TROMPETEROS,TROMPETEROS (CORRIENTES),AERÓDROMO TROMPETEROS,Aeródromo,1642TPC,SPDR,Sin escala definida,Operativo,PLUSPETROL NORTE S.A.,Sin jerarquía definida,Privada,-3.8055,-75.039903,-1,20221231
111,16,1603,160304,LORETO,LORETO,TROMPETEROS,TROMPETEROS,HELIPUERTO TROMPETEROS,Helipuerto,1643TPS,SPDT,Sin escala definida,Operativo,PLUSPETROL NORTE S.A.,Sin jerarquía definida,Privada,-3.807,-75.056167,-1,20221231
112,13,1301,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,TRUJILLO - INTERNACIONAL CAP. CARLOS MARTINEZ DE PINILLOS,AEROPUERTO INTERNACIONAL CAP. CARLOS MARTINEZ DE PINILLOS,Aeropuerto Internacional,1311TRU,SPRU,Internacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-8.081708,-79.108644,1,20221231
113,13,1310,131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,TULPO,AERÓDROMO TULPO,Aeródromo,1342TUL,SPTO,Local,Operativo,MUNICIPALIDAD DISTRITAL DE MOLLEBAMBA,Local,Pública,-8.127278,-77.988181,0,20221231
114,24,2401,240101,TUMBES,TUMBES,TUMBES,TUMBES - CAP.FAP PEDRO CANGA RODRÍGUEZ,AEROPUERTO CAP.FAP PEDRO CANGA RODRÍGUEZ,Aeropuerto,2421TBP,SPME,Nacional,Operativo,AEROPUERTOS DEL PERÚ S.A.,Nacional,Pública (Concesionada),-3.552264,-80.381069,1,20221231
115,13,1308,130813,LA LIBERTAD,PATAZ,URPAY,URPAY,AERÓDROMO URPAY,Aeródromo,1342URY,SPAI,Local,Operativo,MUNICIPALIDAD DISTRITAL DE URPAY,Local,Pública,-8.350369,-77.398094,0,20221231
116,19,1901,190112,PASCO,PASCO,VICCO,VICCO,AERÓDROMO VICCO,Aeródromo,1942VCC,SPVI,Local,Operativo,MUNICIPALIDAD DISTRITAL DE VICCO,Local,Pública,-10.848792,-76.246836,0,20221231
117,05,0511,051101,AYACUCHO,VILCASHUAMAN,VILCASHUAMAN,VILCASHUAMÁN,AERÓDROMO VILCASHUAMÁN,Aeródromo,0542VCH,SPVN,Local,Operativo,CORPAC S.A.,Local,Pública,-13.678194,-73.927083,0,20221231
118,08,0808,080801,CUSCO,ESPINAR,YAURI,YAURI,AERÓDROMO YAURI,Aeródromo,0832YAR,SPIY,Local,Operativo,MUNICIPALIDAD PROVINCIAL DE ESPINAR,Local,Pública,-14.8063888888889,-71.4319444444445,0,20221231
119,16,1602,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,YURIMAGUAS - MOISÉS BENZAQUÉN RENGIFO,AEROPUERTO MOISÉS BENZAQUÉN RENGIFO,Aeropuerto,1631YMS,SPMS,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-5.893611,-76.118056,0,20221231
120,20,2004,200401,PIURA,MORROPÓN,CHULUCANAS,METROPOLITANO DE PIURA,AERÓDROMO METROPOLITANO DE PIURA,Aeródromo,2042MPI,SPAL,Sin escala definida,Operativo,AEROCLUB DE AVIACIÓN CIVIL DEL PERÚ,Sin jerarquía definida,Privada,-5.06777777777779,-80.1474888888889,-1,20221231
121,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,HP-7,HELIPUERTO HP-7,Helipuerto,0843HP7,SPNE,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.5519444444444,-73.1469444444445,-1,20221231
122,15,1501,150122,LIMA,LIMA,MIRAFLORES,CLÍNICA DELGADO,HELIPUERTO CLÍNICA DELGADO,Helipuerto,1543CDE,SPCD,Sin escala definida,Operativo,MEDIC SER S.A.C.,Sin jerarquía definida,Privada,-12.1135416666667,-77.0331916666667,-1,20221231
123,05,0505,050507,AYACUCHO,LA MAR,SANTA ROSA,LUISIANA,AERÓDROMO LUISIANA,Aeródromo,0542LUS,SPLU,Sin escala definida,Operativo,SR. GUILLERMO PARODI MORALES,Sin jerarquía definida,Privada,-12.6749722222222,-73.7095555555556,-1,20221231
124,15,1501,150130,LIMA,Lima,San Borja,BANCO DE LA NACIÓN,HELIPUERTO ELEVADO BANCO DE LA NACIÓN,Helipuerto,1543BNA,SPBN,Sin escala definida,Operativo,BANCO DE LA NACIÓN,Sin jerarquía definida,Privada,-12.0871861111111,-77.000675,-1,20221231
125,25,2501,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,CASHIBOCOCHA,AERÓDROMO CASHIBOCOCHA,Aeródromo,2542CSH,SPCB,Sin escala definida,Operativo,SOUTH AMÉRICA MISSION INC. FILIAL DEL PERÚ,Sin jerarquía definida,Privada,-8.36194444444444,-74.6568055555556,-1,20221231
126,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,SAGARI AX,HELIPUERTO SAGARI AX,Helipuerto,0843SAX,SPSG,Sin escala definida,Operativo,REPSOL EXPLORACIÓN PERÚ S.A. SUCURSAL DEL PERÚ,Sin jerarquía definida,Privada,-11.4640219801136,-73.312933488782,-1,20221231
127,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,CASHIRIARI 1,HELIPUERTO CASHIRIARI 1,Helipuerto,0843CH1,SPCA,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.87445,-72.7341916666667,-1,20221231
128,25,2501,250105,UCAYALI,CORONEL PORTILLO,Yarinacocha,ADVENTISTA MOP (SPYC),AERÓDROMO ADVENTISTA MOP (SPYC),Aeródromo,2543ADM,SPYC,Sin escala definida,Operativo,ASOCIACIÓN PROYECTOS PERÚ,Sin jerarquía definida,Privada,-8.34042777799993,-74.597913889,-1,20221231
129,08,0809,080902,CUSCO,LA CONVENCIÓN,ECHARATE,HP-7 LAS MALVINAS,HELIPUERTO HP-7 - LAS MALVINAS,Helipuerto,0843H7M,SPWL,Sin escala definida,Operativo,PLUSPETROL PERÚ CORPORATION S.A.,Sin jerarquía definida,Privada,-11.8482277777778,-72.9388388888889,-1,20221231
130,24,2402,240203,TUMBES,Contralmirante Villar,Canoas de Punta Sal,WALTER BRAEDT SEGU,AERÓDROMO WALTER BRAEDT SEGU,Aeródromo,2433WBS,,Sin escala definida,Operativo,MANCORALAND S.A.C.,Sin jerarquía definida,Privada,-4.08679722199997,-81.025583333,-1,20221231
131,15,1501,150122,LIMA,Lima,Miraflores,CORONEL PNP RODOLFO LEÓN GAVILÁN,HELIPUERTO CORONEL PNP RODOLFO LEÓN GAVILÁN,Helipuerto,1543CRL,,Sin escala definida,Operativo,MUNICIPALIDAD DISTRITAL DE MIRAFLORES,Sin jerarquía definida,Pública,-12.1196111109999,-77.046088889,0,20221231
132,15,1505,150501,LIMA,Cañete,San Vicente de Cañete,REVALORA,AERÓDROMO REVALORA,Aeródromo,1533RVL,,Sin escala definida,Operativo,REVALORA S.A.C.,Sin jerarquía definida,Privada,-13.223041667,-76.269366667,-1,20221231
133,15,1501,150140,LIMA,Lima,Santiago de Surco,VOCES POR EL CLIMA,HELIPUERTO VOCES POR EL CLIMA,Helipuerto,1543VPC,,Sin escala definida,Operativo,HELI-ABAD S.A.C.,Sin jerarquía definida,Privada,-12.1529166669999,-77.0113916669999,-1,20221231
134,15,1501,150132,LIMA,Lima,San Juan de Lurigancho,CANTO GRANDE,HELIPUERTO CANTO GRANDE,Helipuerto,1543CNG,,Sin escala definida,Operativo,HELI-ABAD S.A.C.,Sin jerarquía definida,Privada,-11.9589722219999,-76.999169444,-1,20221231
135,15,1501,150140,LIMA,Lima,Santiago de Surco,PROYECTO MORE,HELIPUERTO PROYECTO MORE,Helipuerto,1543PMO,,Sin escala definida,Operativo,INMOBILIARA HUANWIL S.A.,Sin jerarquía definida,Privada,-12.082986111,-76.9674249999999,-1,20221231
136,15,1501,150125,LIMA,Lima,Puente Piedra,PROYECTO AFE,HELIPUERTO PROYECTO AFE,Helipuerto,1543PAF,,Sin escala definida,Operativo,AFE SERVICE S.A.C.,Sin jerarquía definida,Privada,-11.828422222,-77.094286111,-1,20221231
137,15,1501,150129,LIMA,Lima,San Bartolo,MUNICIPAL DE SAN BARTOLO ALM. RAUL VARGAS FULLER,HELIPUERTO MUNICIPAL DE SAN BARTOLO ALM. RAUL VARGAS FULLER,Helipuerto,1543MSB,,Sin escala definida,Operativo,FLY ACCES PERU S.A.C.,Sin jerarquía definida,Privada,-12.380444444,-76.7837222219999,-1,20221231
138,15,1505,150502,LIMA,Cañete,Asia,BOULEVARD ASIA,HELIPUERTO BOULEVARD ASIA,Helipuerto,1543BAS,SPBA,Sin escala definida,Operativo,INVERSIONES CASTELAR S.A.C.,Sin jerarquía definida,Privada,-12.7601055559999,-76.603319444,-1,20221231
139,11,1102,110202,ICA,CHINCHA,ALTO LARAN,LA CALERA,HELIPUERTO LA CALERA,Helipuerto,1143LCL,,Sin escala definida,Operativo,HELI-ABAD S.A.C.,Sin jerarquía definida,Privada,-13.4540999999999,-76.028636111,-1,20221231
140,14,1403,140308,LAMBAYEQUE,Lambayeque,Olmos,OLMOS,AERÓDROMO OLMOS,Aeródromo,1433OLM,,Sin escala definida,Operativo,INVERSIONES AGRICOLAS OLMOS II S.A.C.,Sin jerarquía definida,Privada,-6.01117222199997,-80.091511111,-1,20221231
141,25,2501,250105,UCAYALI,Coronel Portillo,Yarinacocha,LAS AMERICAS,AERÓDROMO LAS AMERICAS,Aeródromo,2533LAM,,Sin escala definida,Operativo,JOSÉ LUIS POPOLIZIO BARDALES,Sin jerarquía definida,Privada,-8.31744722199994,-74.7266611109999,-1,20221231
142,05,0501,050116,AYACUCHO,Huamanga,Andres Avelino Caceres,"HOSPITAL MIGUEL ANGEL MARISCAL LLERENA DE AYACUCHO""""",HELIPUERTO HOSPITAL MIGUEL ANGEL MARISCAL LLERENA DE AYACUCHO,Helipuerto,0543MLL,,Sin escala definida,Operativo,GOBIERNO REGIONAL DE AYACUCHO,Sin jerarquía definida,Pública,-13.162925,-74.2001888889999,0,20221231
143,03,0301,030104,APURÍMAC,Abancay,Curahuasi,DIOSPI SUYANA,HELIPUERTO DIOSPI SUYANA,Helipuerto,0303DSY,SPDY,Sin escala definida,Operativo,ASOCIACIÓN CIVIL RELIGIOSA DIOSPI SUYANA,Sin jerarquía definida,Privada,-13.548333333,-72.709722222,-1,20221231
144,15,1501,150140,LIMA,LIMA,SANTIAGO DE SURCO,JOCKEY PLAZA SHOPING CENTER,HELIPUERTO PRIVADO JOCKEY PLAZA SHOPING CENTER,Helipuerto,1543JPS,SPJP,Sin escala definida,Operativo,ECOCOPTER PERU S.A.,Sin jerarquía definida,Privada,-12.087225,-76.9766027777778,-1,20221231
145,11,1101,110107,ICA,ICA,PUEBLO NUEVO,LA PORTADA,HELIPUERTO PRIVADO LA PORTADA,Helipuerto,1143LPR,,Sin escala definida,Operativo,HELI-ABAD S.A.C.,Sin jerarquía definida,Privada,-14.1441777777778,-75.6458916666667,-1,20221231
146,13,1307,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,AERÓDROMO PACASMAYO,Aeródromo,1332PCS,,Sin escala definida,Operativo,ESCUELA PERUANA DE AVIACIÓN CIVIL S.A.,Sin jerarquía definida,Pública,-7.416425,-79.5702166666667,0,20221231
147,03,0302,030201,Apurímac,Andahuaylas,Andahuaylas,Andahuaylas,Aeropuerto Andahuaylas,Aeropuerto,0321ANS,SPHY,Nacional,Operativo,CORPAC S.A.,Nacional,Pública (Concesionada-No entregada),-13.708819,-73.351556,9,20231231
148,16,1607,160706,Loreto,Datem Del Marañón,Andoas,Andoas,Aeródromo Andoas,Aeródromo,1642ADS,SPAS,Sin escala definida,Operativo,Pacific Stratus Energy del Perú S.A.,No aplica a privados,Privada,-2.796108,-76.466597,-1,20231231
149,16,1607,160706,Loreto,Datem Del Marañón,Andoas,Andoas,Helipuerto Andoas,Helipuerto de superficie,1643ADS,SPAN,Sin escala definida,Operativo,Pacific Stratus Energy del Perú S.A.,No aplica a privados,Privada,-2.79999037005209,-76.4587320011873,-1,20231231
150,04,0401,040103,Arequipa,Arequipa,Cayma,Alfredo Rodríguez Ballon,Aeropuerto Alfredo Rodríguez Ballon,Aeropuerto Internacional,0411AQP,SPQU,Internacional,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-16.340611,-71.570792,1,20231231
151,25,2502,250201,Ucayali,Atalaya,Raymondi,Atalaya,Aeródromo Atalaya,Aeródromo,2532ATY,SPAY,Regional,Operativo,CORPAC S.A.,Regional,Pública,-10.728572,-73.765886,0,20231231
152,05,0501,050116,Ayacucho,Huamanga,Andrés Avelino Cáceres,Crnl. FAP. Alfredo Mendivil,Aeropuerto Crnl.FAP Alfredo Mendivil,Aeropuerto,0521AYP,SPHO,Nacional,Operativo,Aeropuertos Andinos del Perú S.A.,Nacional,Pública (Concesionada),-13.154836,-74.2044166666667,1,20231231
153,16,1602,160205,Loreto,Alto Amazonas,Jeberos,Bellavista,Aeródromo Bellavista,Aeródromo,1642BVT,SPBS,Local,Operativo,Comunidad de Bellavista,Sin jerarquía definida,Pública,-5.28859,-76.2911,0,20231231
154,25,2502,250204,Ucayali,Atalaya,Yurua,Breu,Aeródromo Breu,Aeródromo,2542BRE,SPBK,Local,Operativo,CORPAC S.A.,Local,Pública,-9.533792,-72.757153,0,20231231
155,16,1605,160509,Loreto,Requena,Tapiche,Buncuyo,Aeródromo Buncuyo,Aeródromo,1642BUY,SPBJ,Local,Operativo,Comunidad de Buncuyo,Sin jerarquía definida,Pública,-6.516667,-74.583333,0,20231231
156,16,1604,160401,Loreto,Ramón Castilla,Ramón Castilla,Caballococha,Aeródromo Caballococha,Aeródromo,1632CCH,SPBC,Regional,Operativo,CORPAC S.A.,Regional,Pública,-3.916833,-70.508181,0,20231231
157,06,0601,060108,Cajamarca,Cajamarca,Baños del Inca,May.Gral.FAP. Armando Revoredo Iglesias,Aeropuerto May.Gral.FAP Armando Revoredo Iglesias,Aeropuerto,0621CJA,SPJR,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-7.139144,-78.489581,1,20231231
158,08,0809,080902,Cusco,La Convención,Echarate,Cashiriari 3,Helipuerto Cashiriari 3,Helipuerto de superficie,0843CH3,SPCS,Sin escala definida,Operativo,Pluspetrol Perú Corporation S.A.,No aplica a privados,Privada,-11.8803027777778,-72.6492111111111,-1,20231231
159,01,0101,010101,Amazonas,Chachapoyas,Chachapoyas,Chachapoyas,Aeropuerto Chachapoyas,Aeropuerto,0121CHH,SPPY,Nacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-6.202042,-77.856,1,20231231
160,13,1308,130809,La Libertad,Pataz,Pataz,Chagual,Aeródromo Chagual,Aeródromo,1342CGL,SPGL,Sin escala definida,Operativo,Cia. Minera Poderosa S.A.,No aplica a privados,Privada,-7.797417,-77.651431,-1,20231231
161,04,0403,040307,Arequipa,Caraveli,Chala,Aero Link Chala,Aeródromo Aero Link Chala,Aeródromo,0442LCH,SPAK,Sin escala definida,Operativo,Aero Link S.A.C.,No aplica a privados,Privada,-15.8072472219999,-74.286919444,-1,20231231
162,13,1312,131202,La Libertad,Virú,Chao,Chao,Aeródromo Privado de Chao,Aeródromo,1342CHO,SPCY,Sin escala definida,Operativo,CAMPOSOL S.A.,No aplica a privados,Privada,-8.58176388888889,-78.6812027777778,-1,20231231
163,14,1401,140101,Lambayeque,Chiclayo,Chiclayo,Cap. FAP. José Abelardo Quiñones Gonzales,Aeropuerto Cap.FAP José Abelardo Quiñones Gonzales,Aeropuerto Internacional,1411CIX,SPHI,Internacional,Operativo,Aeropuertos del Perú S.A.,Nacional,Pública (Concesionada),-6.787478,-79.8281,1,20231231
164,02,0218,021809,Áncash,Santa,Nuevo Chimbote,Tnte. FAP. Jaime A. de Montreuil Morales,Aeropuerto Tnte.FAP Jaime A. de Montreuil Morales,Aeropuerto,0231CHM,SPEO,Regional,Operativo,CORPAC S.A.,Nacional,Pública,-9.149711,-78.523564,0,20231231
165,01,0104,010401,Amazonas,Condorcanqui,Nieva,Ciro Alegría,Aeródromo Ciro Alegria,Aeródromo,0132CAL,SPAC,Regional,Operativo,CORPAC S.A.,Regional,Pública,-4.607144,-77.940633,0,20231231
166,19,1903,190306,Pasco,Oxapampa,Puerto Bermúdez,Ciudad Constitución,Aeródromo Ciudad Constitución,Aeródromo,1942CCN,SPCC,Local,Operativo,Municipalidad Distrital de Puerto Bermudez,Local,Pública,-9.863958,-75.006736,0,20231231
167,16,1605,160511,Loreto,Requena,Yaquerana,Colonia Angamos,Aeródromo Colonia Angamos,Aeródromo,1642CAG,SPDN,Local,Operativo,Municipalidad Distrital de Yaquerana,Local,Pública,-5.137125,-72.867889,0,20231231
168,16,1606,160601,Loreto,Ucayali,Contamana,Contamana,Aeródromo Contamana,Aeródromo,1642CNT,SPCM,Local,Operativo,Gobierno Regional de Loreto,Local,Pública,-7.335806,-74.992556,0,20231231
169,25,2504,250401,Ucayali,Purús,Purús,Culina,Aeródromo Culina,Aeródromo,2542CUL,SPUI,Sin escala definida,Operativo,Comunidad de Culina,No aplica a privados,Pública,-9.584486,-70.617764,0,20231231
170,08,0801,080105,Cusco,Cusco,San Sebastián,Tnte. FAP. Alejandro Velasco Astete,Aeropuerto Tnte.FAP Alejandro Velasco Astete,Aeropuerto Internacional,0811CUZ,SPZO,Internacional,Operativo,CORPAC S.A.,Nacional,Pública,-13.535722,-71.938778,0,20231231
171,12,1206,120608,Junín,Satipo,Río Tambo,Cutivireni,Aeródromo Cutivireni,Aeródromo,1242CUV,SPCV,Local,Operativo,Comunidad Nativa de Cutivireni,Sin jerarquía definida,Pública,-11.877167,-73.916958,0,20231231
172,16,1608,160801,Loreto,Putumayo,Putumayo,El Estrecho,Aeródromo El Estrecho,Aeródromo,1632ETC,SPEE,Regional,Operativo,CORPAC S.A.,Regional,Pública,-2.45389,-72.671,0,20231231
173,01,0107,010704,Amazonas,Utcubamba,El Milagro,El Valor - Estación 7,Helipuerto El Valor - Estación 7,Helipuerto de superficie,0143EV7,SPEV,Sin escala definida,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica a privados,Privada,-5.670944,-78.640278,-1,20231231
174,16,1607,160704,Loreto,Datem Del Marañón,Morona,Fernando Rosas - Estación Morona,Helipuerto Fernando Rosas - Estación Morona,Helipuerto de superficie,1643FRS,SPMO,Sin escala definida,Operativo,Petróleos del Perú - Petroperu S.A.,No aplica a privados,Privada,-3.983189,-77.227806,-1,20231231
